0610009O20Rik_ENSMUSG00000024442.5
AC133169.2_ENSMUSG00000080848.3
AC133896.3_ENSMUSG00000060730.8
AC134411.3_ENSMUSG00000089628.1
AC138601.1_ENSMUSG00000083382.1
AC141643.2_ENSMUSG00000083626.1
AC147266.4_ENSMUSG00000083911.1
AC150313.1_ENSMUSG00000083121.3
AC152164.3_ENSMUSG00000071796.13
AC155158.1_ENSMUSG00000054091.9
AC157561.9_ENSMUSG00000078786.9
AC157774.6_ENSMUSG00000058833.11
AC158114.4_ENSMUSG00000080836.1
AC158308.3_ENSMUSG00000089988.2
AC158384.4_ENSMUSG00000086914.1
AC158971.1_ENSMUSG00000039801.7
AC159092.1_ENSMUSG00000026051.8
AC159257.6_ENSMUSG00000085227.1
AC160535.1_ENSMUSG00000030663.12
AC161108.3_ENSMUSG00000033488.11
AC161169.2_ENSMUSG00000084126.1
AC161207.1_ENSMUSG00000010290.7
AC161792.1_ENSMUSG00000070814.15
AC161807.1_ENSMUSG00000084093.1
AC163329.3_ENSMUSG00000070858.12
AC163438.1_ENSMUSG00000082491.1
AC163616.2_ENSMUSG00000027942.16
AC164004.4_ENSMUSG00000033036.9
AC164158.1_ENSMUSG00000100153.2
AC164564.3_ENSMUSG00000030587.5
AC164607.1_ENSMUSG00000058905.5
AC165086.3_ENSMUSG00000030982.18
AC166332.1_ENSMUSG00000032666.16
AC167245.5_ENSMUSG00000052188.6
AC167815.1_ENSMUSG00000029190.19
AC171273.3_ENSMUSG00000074466.12
Acaa1a_ENSMUSG00000036138.16
Acaa1b_ENSMUSG00000010651.4
Acaa2_ENSMUSG00000036880.9
Acaca_ENSMUSG00000020532.18
Acad11_ENSMUSG00000090150.10
Acad8_ENSMUSG00000031969.16
Acad9_ENSMUSG00000027710.14
Acadl_ENSMUSG00000026003.5
Acadm_ENSMUSG00000062908.12
Acadsb_ENSMUSG00000030861.15
Acads_ENSMUSG00000029545.13
Acap2_ENSMUSG00000049076.10
Acap3_ENSMUSG00000029033.16
Acat1_ENSMUSG00000032047.5
Acat2_ENSMUSG00000023832.13
Acbd3_ENSMUSG00000026499.5
Acbd4_ENSMUSG00000056938.16
Acbd5_ENSMUSG00000026781.16
Acbd6_ENSMUSG00000033701.13
Acd_ENSMUSG00000038000.10
Ace_ENSMUSG00000020681.14
Acer3_ENSMUSG00000030760.14
Acin1_ENSMUSG00000022185.19
Ackr3_ENSMUSG00000044337.5
Acly_ENSMUSG00000020917.17
Aco1_ENSMUSG00000028405.9
Aco2_ENSMUSG00000022477.13
Acot13_ENSMUSG00000006717.7
Acot1_ENSMUSG00000072949.6
Acot7_ENSMUSG00000028937.14
Acot8_ENSMUSG00000017307.15
Acot9_ENSMUSG00000025287.15
Acox1_ENSMUSG00000020777.16
Acox3_ENSMUSG00000029098.16
Acp1_ENSMUSG00000044573.16
Acp2_ENSMUSG00000002103.15
Acp5_ENSMUSG00000001348.15
Acp6_ENSMUSG00000028093.15
Acsf2_ENSMUSG00000076435.3
Acsl5_ENSMUSG00000024981.6
Acss2_ENSMUSG00000027605.18
Acss3_ENSMUSG00000035948.13
Acta2_ENSMUSG00000035783.8
Actb_ENSMUSG00000029580.14
Actc1_ENSMUSG00000068614.7
Actg1_ENSMUSG00000062825.15
Actg2_ENSMUSG00000059430.14
Actn1_ENSMUSG00000015143.15
Actn4_ENSMUSG00000054808.15
Actr10_ENSMUSG00000021076.6
Actr1a_ENSMUSG00000025228.4
Actr1b_ENSMUSG00000037351.9
Actr2_ENSMUSG00000020152.7
Actr3_ENSMUSG00000026341.16
Actr5_ENSMUSG00000037761.16
Actr6_ENSMUSG00000019948.4
Actr8_ENSMUSG00000015971.5
Acvr1b_ENSMUSG00000000532.11
Acvr1_ENSMUSG00000026836.15
Acvr2a_ENSMUSG00000052155.5
Acvrl1_ENSMUSG00000000530.16
Acy3_ENSMUSG00000024866.9
Acyp1_ENSMUSG00000008822.15
Acyp2_ENSMUSG00000060923.5
Adal_ENSMUSG00000027259.15
Adam10_ENSMUSG00000054693.14
Adam15_ENSMUSG00000028041.17
Adam17_ENSMUSG00000052593.15
Adam19_ENSMUSG00000011256.16
Adam23_ENSMUSG00000025964.15
Adam33_ENSMUSG00000027318.17
Adam9_ENSMUSG00000031555.15
Adamts10_ENSMUSG00000024299.16
Adamts12_ENSMUSG00000047497.10
Adamts15_ENSMUSG00000033453.8
Adamts17_ENSMUSG00000058145.16
Adamts1_ENSMUSG00000022893.14
Adamts2_ENSMUSG00000036545.8
Adamts4_ENSMUSG00000006403.13
Adamts5_ENSMUSG00000022894.5
Adamts8_ENSMUSG00000031994.13
Adamts9_ENSMUSG00000030022.14
Adamtsl1_ENSMUSG00000066113.16
Adamtsl2_ENSMUSG00000036040.14
Adamtsl4_ENSMUSG00000015850.11
Adamtsl5_ENSMUSG00000043822.18
Adarb1_ENSMUSG00000020262.15
Adar_ENSMUSG00000027951.16
Adat1_ENSMUSG00000031949.17
Adat2_ENSMUSG00000019808.8
Adck1_ENSMUSG00000021044.15
Adck3_ENSMUSG00000026489.13
Adck4_ENSMUSG00000003762.13
Adck5_ENSMUSG00000022550.18
Adcy2_ENSMUSG00000021536.7
Adcy3_ENSMUSG00000020654.15
Adcy5_ENSMUSG00000022840.8
Adcy6_ENSMUSG00000022994.9
Adcy7_ENSMUSG00000031659.13
Add1_ENSMUSG00000029106.14
Add3_ENSMUSG00000025026.14
Adgra3_ENSMUSG00000029090.12
Adgrd1_ENSMUSG00000044017.16
Adgre5_ENSMUSG00000002885.14
Adgrf5_ENSMUSG00000056492.6
Adgrg6_ENSMUSG00000039116.5
Adgrl1_ENSMUSG00000013033.16
Adgrl2_ENSMUSG00000028184.12
Adh1_ENSMUSG00000074207.10
Adh5_ENSMUSG00000028138.8
Adh7_ENSMUSG00000055301.8
Adhfe1_ENSMUSG00000025911.14
Adi1_ENSMUSG00000020629.12
Adipor1_ENSMUSG00000026457.14
Adipor2_ENSMUSG00000030168.13
Adk_ENSMUSG00000039197.10
Adm_ENSMUSG00000030790.15
Adnp2_ENSMUSG00000053950.10
Ado_ENSMUSG00000057134.5
Adpgk_ENSMUSG00000025236.11
Adprh_ENSMUSG00000002844.8
Adprhl2_ENSMUSG00000042558.16
Adprm_ENSMUSG00000020910.16
Adra1b_ENSMUSG00000050541.14
Adrb2_ENSMUSG00000045730.3
Adrb3_ENSMUSG00000031489.15
Adrbk1_ENSMUSG00000024858.13
Adrm1_ENSMUSG00000039041.15
Adsl_ENSMUSG00000022407.10
Adss_ENSMUSG00000015961.8
Adssl1_ENSMUSG00000011148.14
Aebp1_ENSMUSG00000020473.13
Aebp2_ENSMUSG00000030232.18
Aes_ENSMUSG00000054452.10
Afap1_ENSMUSG00000029094.12
Afap1l2_ENSMUSG00000025083.18
Aff1_ENSMUSG00000029313.18
Aff4_ENSMUSG00000049470.13
Afg3l1_ENSMUSG00000031967.15
Afg3l2_ENSMUSG00000024527.9
Aftph_ENSMUSG00000049659.15
Aga_ENSMUSG00000031521.5
Agap1_ENSMUSG00000055013.15
Agap3_ENSMUSG00000023353.14
Agfg1_ENSMUSG00000026159.13
Agfg2_ENSMUSG00000029722.15
Aggf1_ENSMUSG00000021681.8
Agk_ENSMUSG00000029916.11
Agmo_ENSMUSG00000050103.18
Ago1_ENSMUSG00000041530.16
Ago2_ENSMUSG00000036698.11
Ago3_ENSMUSG00000028842.15
Agpat2_ENSMUSG00000026922.13
Agpat3_ENSMUSG00000001211.15
Agpat4_ENSMUSG00000023827.8
Agpat5_ENSMUSG00000031467.10
Agps_ENSMUSG00000042410.15
Agrn_ENSMUSG00000041936.18
Agtpbp1_ENSMUSG00000021557.15
Agtrap_ENSMUSG00000029007.8
Ahctf1_ENSMUSG00000026491.13
Ahcy_ENSMUSG00000027597.15
Ahcyl1_ENSMUSG00000027893.14
Ahdc1_ENSMUSG00000037692.14
Ahi1_ENSMUSG00000019986.17
Ahnak2_ENSMUSG00000072812.4
Ahnak_ENSMUSG00000069833.12
Ahsa1_ENSMUSG00000021037.7
Ahsa2_ENSMUSG00000020288.13
AI846148_ENSMUSG00000024970.4
Aida_ENSMUSG00000042901.10
Aif1l_ENSMUSG00000001864.13
Aifm1_ENSMUSG00000036932.14
Aifm2_ENSMUSG00000020085.15
Aig1_ENSMUSG00000019806.13
Aimp1_ENSMUSG00000028029.10
Aip_ENSMUSG00000024847.14
Airn_ENSMUSG00000078247.3
Ajuba_ENSMUSG00000022178.11
Ak1_ENSMUSG00000026817.14
Ak2_ENSMUSG00000028792.14
Ak3_ENSMUSG00000024782.7
Ak6_ENSMUSG00000078941.9
Akap11_ENSMUSG00000022016.16
Akap12_ENSMUSG00000038587.9
Akap13_ENSMUSG00000066406.15
Akap7_ENSMUSG00000039166.16
Akap8_ENSMUSG00000024045.5
Akap8l_ENSMUSG00000002625.9
Akap9_ENSMUSG00000040407.17
Akip1_ENSMUSG00000031023.5
Akirin1_ENSMUSG00000023075.9
Akirin2_ENSMUSG00000028291.7
Akr1a1_ENSMUSG00000028692.14
Akr1b10_ENSMUSG00000061758.13
Akr1b3_ENSMUSG00000001642.18
Akr1b8_ENSMUSG00000029762.6
Akr1e1_ENSMUSG00000045410.18
Akr7a5_ENSMUSG00000028743.7
Akt1_ENSMUSG00000001729.14
Akt1s1_ENSMUSG00000011096.17
Akt2_ENSMUSG00000004056.15
Akt2-ps_ENSMUSG00000084347.3
Akt3_ENSMUSG00000019699.16
Aktip_ENSMUSG00000031667.16
Alad_ENSMUSG00000028393.10
Alas1_ENSMUSG00000032786.16
Alcam_ENSMUSG00000022636.13
Aldh16a1_ENSMUSG00000007833.15
Aldh18a1_ENSMUSG00000025007.13
Aldh1a1_ENSMUSG00000053279.7
Aldh1a2_ENSMUSG00000013584.5
Aldh2_ENSMUSG00000029455.14
Aldh3a2_ENSMUSG00000010025.19
Aldh6a1_ENSMUSG00000021238.11
Aldh7a1_ENSMUSG00000053644.13
Aldh9a1_ENSMUSG00000026687.14
Aldoa_ENSMUSG00000030695.16
Alg10b_ENSMUSG00000075470.2
Alg11_ENSMUSG00000063362.13
Alg12_ENSMUSG00000035845.17
Alg14_ENSMUSG00000039887.11
Alg2_ENSMUSG00000039740.6
Alg3_ENSMUSG00000033809.14
Alg5_ENSMUSG00000036632.9
Alg6_ENSMUSG00000073792.11
Alg8_ENSMUSG00000035704.17
Alg9_ENSMUSG00000032059.13
Alkbh1_ENSMUSG00000079036.10
Alkbh3_ENSMUSG00000040174.14
Alkbh5_ENSMUSG00000042650.3
Alkbh6_ENSMUSG00000042831.13
Alkbh7_ENSMUSG00000002661.14
Alkbh8_ENSMUSG00000025899.14
Alyref2_ENSMUSG00000060244.1
Alyref_ENSMUSG00000025134.2
Amacr_ENSMUSG00000022244.7
Ambra1_ENSMUSG00000040506.16
Amd1_ENSMUSG00000075232.5
Amd2_ENSMUSG00000063953.3
Amd-ps3_ENSMUSG00000060096.4
Amer1_ENSMUSG00000050332.7
Amfr_ENSMUSG00000031751.14
Amigo2_ENSMUSG00000048218.6
Ammecr1l_ENSMUSG00000041915.8
Amn1_ENSMUSG00000068250.13
Amotl1_ENSMUSG00000013076.17
Amotl2_ENSMUSG00000032531.15
Ampd2_ENSMUSG00000027889.17
Amph_ENSMUSG00000021314.12
Amz2_ENSMUSG00000020610.16
Anapc10_ENSMUSG00000036977.8
Anapc11_ENSMUSG00000025135.12
Anapc13_ENSMUSG00000035048.13
Anapc15_ENSMUSG00000030649.18
Anapc16_ENSMUSG00000020107.10
Anapc1_ENSMUSG00000014355.10
Anapc2_ENSMUSG00000026965.12
Anapc4_ENSMUSG00000029176.13
Anapc5_ENSMUSG00000029472.13
Anapc7_ENSMUSG00000029466.11
Angel2_ENSMUSG00000026634.16
Ang_ENSMUSG00000072115.11
Angpt1_ENSMUSG00000022309.9
Angpt2_ENSMUSG00000031465.6
Angpt4_ENSMUSG00000027460.7
Angptl2_ENSMUSG00000004105.8
Angptl4_ENSMUSG00000002289.15
Angptl7_ENSMUSG00000028989.3
Ank2_ENSMUSG00000032826.17
Ankfy1_ENSMUSG00000020790.14
Ankhd1_ENSMUSG00000024483.18
Ankib1_ENSMUSG00000040351.11
Ankle2_ENSMUSG00000029501.14
Ankra2_ENSMUSG00000021661.16
Ankrd10_ENSMUSG00000031508.14
Ankrd11_ENSMUSG00000035569.17
Ankrd12_ENSMUSG00000034647.14
Ankrd13a_ENSMUSG00000041870.16
Ankrd13c_ENSMUSG00000039988.14
Ankrd17_ENSMUSG00000055204.15
Ankrd1_ENSMUSG00000024803.8
Ankrd26_ENSMUSG00000007827.10
Ankrd27_ENSMUSG00000034867.16
Ankrd29_ENSMUSG00000057766.13
Ankrd39_ENSMUSG00000079610.9
Ankrd40_ENSMUSG00000020864.13
Ankrd44_ENSMUSG00000052331.14
Ankrd46_ENSMUSG00000048307.8
Ankrd54_ENSMUSG00000033055.11
Anks3_ENSMUSG00000022515.6
Ano10_ENSMUSG00000037949.8
Ano1_ENSMUSG00000031075.18
Ano6_ENSMUSG00000064210.7
Ano9_ENSMUSG00000054662.8
Anp32a_ENSMUSG00000032249.14
Anp32b_ENSMUSG00000028333.10
Anp32e_ENSMUSG00000015749.12
Anpep_ENSMUSG00000039062.15
Antxr1_ENSMUSG00000033420.12
Antxr2_ENSMUSG00000029338.13
Anxa1_ENSMUSG00000024659.14
Anxa2_ENSMUSG00000032231.14
Anxa3_ENSMUSG00000029484.12
Anxa4_ENSMUSG00000029994.17
Anxa5_ENSMUSG00000027712.13
Anxa6_ENSMUSG00000018340.13
Anxa7_ENSMUSG00000021814.17
Aoc3_ENSMUSG00000019326.14
Aox1_ENSMUSG00000063558.4
Aox3_ENSMUSG00000064294.12
Ap1ar_ENSMUSG00000074238.6
Ap1b1_ENSMUSG00000009090.17
Ap1g1_ENSMUSG00000031731.16
Ap1m1_ENSMUSG00000003033.15
Ap1s1_ENSMUSG00000004849.14
Ap1s2_ENSMUSG00000031367.15
Ap2a1_ENSMUSG00000060279.14
Ap2a2_ENSMUSG00000002957.11
Ap2b1_ENSMUSG00000035152.14
Ap2m1_ENSMUSG00000022841.14
Ap2s1_ENSMUSG00000008036.11
Ap3b1_ENSMUSG00000021686.5
Ap3d1_ENSMUSG00000020198.8
Ap3m1_ENSMUSG00000021824.13
Ap3m2_ENSMUSG00000031539.6
Ap3s1_ENSMUSG00000024480.8
Ap3s2_ENSMUSG00000063801.7
Ap4e1_ENSMUSG00000001998.15
Ap4s1_ENSMUSG00000020955.9
Ap5m1_ENSMUSG00000036291.6
Ap5s1_ENSMUSG00000068264.11
Apaf1_ENSMUSG00000019979.12
Apba3_ENSMUSG00000004931.11
Apbb1_ENSMUSG00000037032.16
Apbb1ip_ENSMUSG00000026786.14
Apbb2_ENSMUSG00000029207.16
Apc_ENSMUSG00000005871.14
Apeh_ENSMUSG00000032590.14
Apex2_ENSMUSG00000025269.16
Aph1a_ENSMUSG00000015750.15
Aph1b_ENSMUSG00000032375.15
Aph1c_ENSMUSG00000053040.13
Api5_ENSMUSG00000027193.12
Apip_ENSMUSG00000010911.12
Aplf_ENSMUSG00000030051.10
Aplp1_ENSMUSG00000006651.8
Aplp2_ENSMUSG00000031996.17
Apmap_ENSMUSG00000033096.7
Apoa1bp_ENSMUSG00000028070.7
Apoc1_ENSMUSG00000040564.14
Apod_ENSMUSG00000022548.14
Apoe_ENSMUSG00000002985.16
Apoo_ENSMUSG00000079508.8
Apopt1_ENSMUSG00000037787.14
Appbp2_ENSMUSG00000018481.9
App_ENSMUSG00000022892.11
Appl1_ENSMUSG00000040760.11
Appl2_ENSMUSG00000020263.14
Aprt_ENSMUSG00000006589.8
Aptx_ENSMUSG00000028411.15
Aqp1_ENSMUSG00000004655.5
Aqr_ENSMUSG00000040383.16
Araf_ENSMUSG00000001127.12
Arap1_ENSMUSG00000032812.18
Arap2_ENSMUSG00000037999.13
Arc_ENSMUSG00000022602.14
Arcn1_ENSMUSG00000032096.16
Ar_ENSMUSG00000046532.8
Arf1_ENSMUSG00000048076.14
Arf2_ENSMUSG00000062421.13
Arf3_ENSMUSG00000051853.10
Arf4_ENSMUSG00000021877.12
Arf5_ENSMUSG00000020440.13
Arf6_ENSMUSG00000044147.8
Arfgap1_ENSMUSG00000027575.19
Arfgap2_ENSMUSG00000027255.14
Arfgap3_ENSMUSG00000054277.8
Arfgef1_ENSMUSG00000067851.11
Arfip1_ENSMUSG00000074513.9
Arfip2_ENSMUSG00000030881.15
Arfrp1_ENSMUSG00000038671.15
Arglu1_ENSMUSG00000040459.11
Arhgap10_ENSMUSG00000037148.8
Arhgap12_ENSMUSG00000041225.16
Arhgap15_ENSMUSG00000049744.15
Arhgap17_ENSMUSG00000030766.15
Arhgap18_ENSMUSG00000039031.16
Arhgap1_ENSMUSG00000027247.16
Arhgap21_ENSMUSG00000036591.15
Arhgap23_ENSMUSG00000049807.16
Arhgap24_ENSMUSG00000057315.14
Arhgap26_ENSMUSG00000036452.17
Arhgap29_ENSMUSG00000039831.16
Arhgap31_ENSMUSG00000022799.4
Arhgap35_ENSMUSG00000058230.12
Arhgap42_ENSMUSG00000050730.17
Arhgap5_ENSMUSG00000035133.9
Arhgap6_ENSMUSG00000031355.16
Arhgdia_ENSMUSG00000025132.13
Arhgdib_ENSMUSG00000030220.13
Arhgef10_ENSMUSG00000071176.10
Arhgef10l_ENSMUSG00000040964.16
Arhgef12_ENSMUSG00000059495.14
Arhgef17_ENSMUSG00000032875.8
Arhgef18_ENSMUSG00000004568.12
Arhgef1_ENSMUSG00000040940.18
Arhgef25_ENSMUSG00000019467.15
Arhgef2_ENSMUSG00000028059.15
Arhgef3_ENSMUSG00000021895.10
Arhgef40_ENSMUSG00000004562.16
Arhgef5_ENSMUSG00000033542.13
Arhgef6_ENSMUSG00000031133.12
Arhgef7_ENSMUSG00000031511.15
Arid1a_ENSMUSG00000007880.16
Arid1b_ENSMUSG00000069729.13
Arid4a_ENSMUSG00000048118.17
Arid4b_ENSMUSG00000039219.18
Arid5a_ENSMUSG00000037447.16
Arid5b_ENSMUSG00000019947.10
Arih1_ENSMUSG00000025234.11
Arih2_ENSMUSG00000064145.12
Arl13b_ENSMUSG00000022911.10
Arl14ep_ENSMUSG00000027122.15
Arl16_ENSMUSG00000057594.12
Arl1_ENSMUSG00000060904.14
Arl2bp_ENSMUSG00000031776.17
Arl2_ENSMUSG00000024944.5
Arl3_ENSMUSG00000025035.8
Arl4a_ENSMUSG00000047446.18
Arl4d_ENSMUSG00000034936.2
Arl5a_ENSMUSG00000036093.7
Arl5b_ENSMUSG00000017418.13
Arl5c_ENSMUSG00000038352.15
Arl6_ENSMUSG00000022722.18
Arl6ip1_ENSMUSG00000030654.9
Arl6ip4_ENSMUSG00000029404.15
Arl6ip5_ENSMUSG00000035199.6
Arl6ip6_ENSMUSG00000026960.6
Arl8a_ENSMUSG00000026426.10
Arl8b_ENSMUSG00000030105.8
Armc10_ENSMUSG00000038525.16
Armc1_ENSMUSG00000027599.9
Armc5_ENSMUSG00000042178.6
Armc6_ENSMUSG00000002343.11
Armc8_ENSMUSG00000032468.11
Armcx1_ENSMUSG00000033460.14
Armcx2_ENSMUSG00000033436.13
Armcx3_ENSMUSG00000049047.11
Armcx6_ENSMUSG00000050394.14
Armt1_ENSMUSG00000061759.15
Arnt_ENSMUSG00000015522.18
Arntl_ENSMUSG00000055116.8
Arpc1a_ENSMUSG00000029621.14
Arpc1b_ENSMUSG00000029622.16
Arpc2_ENSMUSG00000006304.14
Arpc3_ENSMUSG00000029465.14
Arpc4_ENSMUSG00000079426.13
Arpc5_ENSMUSG00000008475.13
Arpc5l_ENSMUSG00000026755.14
Arpin_ENSMUSG00000039043.5
Arpp19_ENSMUSG00000007656.13
Arrb1_ENSMUSG00000018909.15
Arrdc3_ENSMUSG00000074794.10
Arrdc4_ENSMUSG00000042659.15
Arsa_ENSMUSG00000022620.14
Arsj_ENSMUSG00000046561.9
Arsk_ENSMUSG00000021592.17
Art3_ENSMUSG00000034842.16
Art4_ENSMUSG00000030217.2
Arvcf_ENSMUSG00000000325.15
Arxes2_ENSMUSG00000048040.8
As3mt_ENSMUSG00000003559.7
Asah1_ENSMUSG00000031591.14
Asap1_ENSMUSG00000022377.16
Asap2_ENSMUSG00000052632.15
Asap3_ENSMUSG00000036995.7
Asb13_ENSMUSG00000033781.7
Asb2_ENSMUSG00000021200.14
Asb3_ENSMUSG00000020305.13
Asb6_ENSMUSG00000039483.10
Asb8_ENSMUSG00000048175.13
Ascc1_ENSMUSG00000044475.14
Ascc2_ENSMUSG00000020412.16
Ascc3_ENSMUSG00000038774.9
Asf1a_ENSMUSG00000019857.7
Ash1l_ENSMUSG00000028053.13
Ash2l_ENSMUSG00000031575.18
Asl_ENSMUSG00000025533.15
Asna1_ENSMUSG00000052456.9
Asnsd1_ENSMUSG00000026095.15
Aspa_ENSMUSG00000020774.9
Asph_ENSMUSG00000028207.18
Aspn_ENSMUSG00000021388.14
Aspscr1_ENSMUSG00000025142.17
Ass1_ENSMUSG00000076441.9
Astn2_ENSMUSG00000028373.16
Asxl2_ENSMUSG00000037486.18
Atad1_ENSMUSG00000013662.5
Atad2b_ENSMUSG00000052812.5
Atad3a_ENSMUSG00000029036.18
Atat1_ENSMUSG00000024426.17
Ate1_ENSMUSG00000030850.17
Atf1_ENSMUSG00000023027.13
Atf2_ENSMUSG00000027104.18
Atf3_ENSMUSG00000026628.13
Atf4_ENSMUSG00000042406.8
Atf5_ENSMUSG00000038539.15
Atf6b_ENSMUSG00000015461.15
Atf6_ENSMUSG00000026663.6
Atf7_ENSMUSG00000099083.7
Atf7ip_ENSMUSG00000030213.12
Atg101_ENSMUSG00000037204.7
Atg10_ENSMUSG00000021619.6
Atg12_ENSMUSG00000032905.4
Atg13_ENSMUSG00000027244.14
Atg16l1_ENSMUSG00000026289.15
Atg16l2_ENSMUSG00000047767.17
Atg2a_ENSMUSG00000024773.14
Atg2b_ENSMUSG00000041341.10
Atg3_ENSMUSG00000022663.3
Atg4a_ENSMUSG00000079418.3
Atg4b_ENSMUSG00000026280.17
Atg4d_ENSMUSG00000002820.6
Atg5_ENSMUSG00000038160.7
Atg7_ENSMUSG00000030314.16
Athl1_ENSMUSG00000062031.13
